id,name,isFork,commits,branches,defaultBranch,releases,contributors,license,watchers,stargazers,forks,size,createdAt,pushedAt,updatedAt,homepage,mainLanguage,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,languages,labels,topics
3362491,torch/torch7,FALSE,1337,25,master,0,129,Other,637,8745,2384,2624,2013-10-18T12:13:58,2022-10-26T03:55:13,2022-10-31T02:31:47,,C,728,284,512,16,,,,[],2019-04-17T09:12:08,dde9e56fb61eee040d7f3dba2331c6d6c095aee8,,,"{""C"":772295,""Lua"":347938,""CMake"":61505,""C++"":6206}","[""bug"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]",[]
3362495,pipelinedb/pipelinedb,FALSE,1023,10,master,49,12,Apache License 2.0,108,2466,238,48997,2013-11-26T12:11:48,2022-02-20T10:24:23,2022-02-26T01:15:52,https://www.pipelinedb.com,C,1471,127,595,4,,,,[],2019-05-01T07:32:42,5cc6ef58ab5b1c84bb7b4e932f99bf5c347f46d8,,,"{""C"":1200903,""Python"":132105,""PLpgSQL"":61360,""C++"":7543,""Makefile"":2098}","[""adhoc"",""aggregates"",""analyzer"",""bug"",""catalog"",""code quality"",""combiner"",""compatibility"",""deadlock"",""disk io"",""docker"",""docs"",""extensibility"",""feature request"",""gis"",""ingest"",""ipc"",""joins"",""memory leak"",""monitoring"",""more info needed"",""operations"",""os x"",""output streams"",""packaging"",""performance"",""permissions"",""planner"",""push"",""query coverage"",""question"",""reaper"",""recovery"",""requires repro scripts"",""research"",""security"",""shmem"",""sprint"",""stability"",""storage"",""syntax"",""tech backlog"",""testing"",""transactions"",""transforms"",""unbreak now!"",""upgrading"",""usability"",""vacuum"",""windowing"",""wishlist""]",[]
3362496,saminiir/level-ip,FALSE,575,4,master,0,3,MIT License,100,2157,328,791,2016-02-26T03:14:37,2022-12-13T01:14:33,2022-12-18T02:12:41,https://www.saminiir.com,C,23,13,12,2,,,,[],2017-11-14T09:37:57,c1950ea0e0f9feceb5602432f1751b8ce71c4952,,,"{""C"":136055,""Shell"":5404,""Makefile"":917}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3365454,microsoftarchive/redis,TRUE,5058,20,3,37,,Other,1445,18100,4973,256474,2012-02-09T10:49:05,2019-07-18T06:36:51,2020-12-16T09:36:03,http://redis.io,C,578,189,68,8,,,,[],2019-07-18T06:36:50,54e8c24657f4bab22f24356bd097706193727f4f,,,{},[],[]
3365456,damonkohler/sl4a,FALSE,1247,2,master,0,5,Apache License 2.0,305,2228,818,309568,2013-09-27T10:11:09,2021-12-17T05:45:15,2021-12-17T07:22:56,,C,310,302,19,13,,,,[],2015-06-14T06:58:06,d3c17dca978cbeee545e12ea240a9dbf2a6999e9,,,"{""C"":37423313,""Perl"":28563617,""Python"":25665094,""HTML"":13583170,""Java"":6049693,""Shell"":1593861,""Objective-C"":1414730,""XS"":1181786,""Makefile"":1023951,""Assembly"":924642,""Perl 6"":868054,""C++"":834918,""Emacs Lisp"":540569,""DIGITAL Command Language"":353192,""OpenEdge ABL"":251958,""Lua"":178734,""Prolog"":100205,""Groff"":68538,""Bison"":46683,""Ruby"":46166,""Batchfile"":36791,""JavaScript"":30596,""XSLT"":27094,""Inno Setup"":18796,""R"":15225,""CSS"":15090,""eC"":3398,""Tcl"":1123,""Pascal"":981,""TeX"":917,""Visual Basic"":481,""DTrace"":220}","[""auto-migrated"",""bug"",""duplicate"",""enhancement"",""invalid"",""lowhangingfruit"",""priority-medium"",""question"",""type-defect"",""type-enhancement"",""type-patch"",""wontfix""]",[]
3365461,armon/bloomd,FALSE,550,3,master,0,15,Other,55,1224,116,3015,2012-02-12T02:22:46,2023-02-14T05:50:05,2023-02-22T09:22:35,http://armon.github.io/bloomd,C,38,3,22,0,,,,[],2023-02-14T05:50:05,d6b58d125032f469adb32f55ca44730ec276bba2,,,"{""C"":348604,""Python"":17954,""C++"":2453,""Dockerfile"":1013}",[],[]
3368689,krakjoe/pthreads,FALSE,1520,16,master,29,35,Other,221,3425,516,2622,2012-08-28T05:57:40,2019-11-09T06:39:09,2020-12-16T10:53:46,,C,775,48,178,8,,,,[],2019-06-27T11:02:55,4d1c2483ceb459ea4284db4eb06646d5715e7154,,,{},[],[]
3375462,way-cooler/way-cooler,FALSE,3052,5,master,17,32,MIT License,92,2124,74,17062,2016-01-09T05:24:44,2019-12-19T09:57:23,2020-12-11T04:54:25,http://way-cooler.org,C,280,6,372,0,,,,[],2019-11-30T07:12:49,67b21c62ba2d01a89914e2ff6db95a5be29cb605,,,{},[],[]
3376506,julycoding/the-art-of-programming-by-july,FALSE,3649,1,master,0,98,,1871,20680,7181,27491,2013-12-14T10:00:06,2023-01-07T06:23:00,2023-01-18T03:30:29,,C,130,47,343,21,,,,[],2023-01-07T06:23:00,28ef399b7bb8ba77f2a9b8b4b67b204473c45081,,,"{""C"":140959,""Python"":31631,""Java"":25903,""C++"":19793,""JavaScript"":13725,""Ruby"":12473,""Go"":8872,""PHP"":8807,""Rebol"":8058,""Erlang"":5443,""TeX"":3639,""Scheme"":3300,""Makefile"":2272,""HTML"":1287,""CSS"":456}","[""bug"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]",[]
3376507,vurtun/nuklear,FALSE,1712,1,master,0,102,,572,13257,1110,12127,2015-03-25T01:32:06,2020-01-03T09:36:41,2020-12-17T03:12:04,,C,659,208,280,31,,,,[],2019-12-01T11:01:55,6b9f937475db9280d966f44f469bc80191b5092a,,,{},[],[]
3376510,vanhoefm/krackattacks-scripts,FALSE,13299,1,research,1,190,Other,225,3142,767,17692,2017-10-18T12:58:08,2022-10-16T06:44:41,2022-10-24T04:47:42,,C,84,2,7,0,,,,[],2022-10-16T06:44:41,4b78669686f74efe664c6543b1b5b1616b22f902,,,"{""C"":12999423,""Python"":4684619,""Makefile"":181759,""C++"":158794,""Shell"":85684,""Java"":42922,""PHP"":26751,""Roff"":3358,""AIDL"":2879,""Perl"":1575,""QMake"":1535}","[""bug"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3376511,huangz1990/annotated_redis_source,FALSE,3020,1,unstable,0,81,BSD 3-Clause New or Revised License,361,2221,1045,8295,2013-03-05T08:05:08,2020-01-01T10:05:33,2020-12-15T03:29:41,,C,14,3,6,1,,,,[],2016-12-28T09:08:52,67758fdfe196d96ddc8a83784fa48f22226a3818,,,{},[],[]
3376512,wireguard/wireguard-monolithic-historical,FALSE,1390,44,master,97,32,GNU General Public License v2.0,148,2169,292,3776,2017-02-15T12:28:10,2019-12-27T09:51:53,2020-12-17T06:52:10,https://www.wireguard.com/,C,,,7,3,,,,[],2019-12-19T12:12:35,edad0d6e99e5133b1e8e865d727a25fff6399cb4,,,{},[],[]
3377524,tpruvot/ccminer,TRUE,960,9,windows,43,18,GNU General Public License v3.0,320,1627,776,66809,2014-08-10T11:35:26,2023-05-27T09:11:38,2023-06-04T05:57:08,https://bitcointalk.org/?topic=770064,C,0,0,81,6,,,,[],2019-01-30T03:08:42,6ff4e50987e59a70056324a94ed8667cc0bf598d,,,"{""C"":4633186,""Cuda"":2596470,""C++"":1403176,""Shell"":21981,""Objective-C"":20633,""PHP"":10183,""Makefile"":9729,""M4"":6500,""HTML"":2957,""Perl"":463,""Batchfile"":133}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""not proper"",""out of topic"",""question"",""wontfix""]",[]
3378144,gali8/tesseract-ocr-ios,FALSE,540,5,master,7,23,MIT License,199,4091,923,866690,2013-04-30T10:38:14,2020-02-20T11:54:16,2020-12-13T03:23:09,http://www.nexor.it,C,306,109,119,7,,,,[],2020-02-20T11:54:15,35385f4f73ebf375757f0b22f6e13fcfa68e0d71,,,{},[],[]
3379617,cisco/joy,FALSE,1483,30,master,22,16,Other,113,1008,277,42194,2016-01-08T08:30:43,2020-03-23T11:40:56,2020-12-16T09:16:49,,C,75,15,219,5,,,,[],2019-11-08T03:26:59,21770513e27ad10cde7c1ab7c1e6f024c8668119,,,{},[],[]
3380549,cmusphinx/pocketsphinx,FALSE,2240,7,master,7,18,Other,155,3375,648,210676,2014-04-07T10:28:32,2023-05-16T02:43:14,2023-05-27T08:18:10,,C,254,34,89,2,,,,[],2023-05-16T02:43:14,b16c631a78285887f62bf9e7c80d3d9516f19cc9,,,"{""C"":2829696,""Cython"":99300,""Python"":89851,""Roff"":43900,""C++"":34141,""M4"":27571,""CMake"":22082,""Shell"":18746,""SWIG"":16516,""Perl"":15492,""Makefile"":11541,""Yacc"":4919,""Java"":1789,""ReScript"":1414,""Ruby"":1198,""Dockerfile"":725,""JavaScript"":693,""C#"":636,""Visual Basic 6.0"":446}","[""bug"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]","[""c"",""python"",""speech-recognition""]"
3381499,irungentoo/toxcore,FALSE,3771,2,master,0,152,GNU General Public License v3.0,562,8705,1290,10353,2013-06-24T12:12:13,2023-03-03T09:04:44,2023-03-24T01:59:19,https://tox.chat/,C,648,93,940,9,,,,[],2018-10-03T12:44:02,bf69b54f64003d160d759068f4816b2d9b2e1e21,,,"{""C"":1555871,""C++"":88452,""M4"":44599,""Makefile"":17887,""Python"":9214,""Shell"":8308,""Dockerfile"":1783}","[""!!!priority"",""!!priority"",""!priority"",""api"",""bug_confirmed"",""bug_pending"",""client_issue"",""code_filetransfers"",""code_messenger"",""code_networking"",""code_toxav"",""demand+1"",""documentation"",""feature_enhancement"",""groupchats"",""help needed"",""idea"",""overhead"",""pr: changes requested"",""pr: pending review"",""pr: ready"",""stale"",""support_request"",""triage_me"",""under_discussion""]",[]
3381500,huangz1990/redis-3.0-annotated,FALSE,3933,1,unstable,0,97,BSD 3-Clause New or Revised License,583,9392,4112,5937,2014-06-28T02:40:10,2023-03-18T02:03:40,2023-03-25T06:19:29,,C,27,17,16,10,,,,[],2015-06-02T04:06:47,8e60a75884e75503fb8be1a322406f21fb455f67,,,"{""C"":2344517,""Tcl"":363108,""Ruby"":53872,""Shell"":11765,""Makefile"":7656,""Smarty"":1023}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3381503,mpc-hc/mpc-hc,FALSE,10181,4,develop,38,51,GNU General Public License v3.0,366,3109,1117,114821,2012-07-25T03:04:04,2020-04-24T11:04:40,2020-12-16T11:00:19,https://mpc-hc.org/,C,,,208,17,,,,[],2018-02-07T11:27:25,7f14b47cf225102b162d61c9cfa74186e1fe5e80,,,{},[],[]
3381508,laruence/yar,FALSE,613,2,master,0,14,Other,144,1413,328,716,2012-06-15T07:42:26,2022-09-19T11:15:04,2022-09-22T05:13:10,,C,130,33,47,3,,,,[],2022-05-18T05:54:34,de347c86da5f6550b437672277f8ff852efbfaf7,,,"{""C"":165896,""PHP"":65596,""M4"":3021,""JavaScript"":1204,""Shell"":41}","[""bug"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]",[]
3381511,saghul/pyuv,FALSE,1343,5,v1.x,16,20,MIT License,44,1085,99,2018,2011-11-17T07:52:21,2021-11-19T10:27:42,2021-11-21T10:30:59,https://pyuv.readthedocs.io,C,154,8,118,2,13993,48867,7120,"[{""blankLines"":25,""codeLines"":239,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":995,""codeLines"":268,""commentLines"":1013,""language"":""reStructuredText""},{""blankLines"":1108,""codeLines"":4046,""commentLines"":163,""language"":""Python""},{""blankLines"":15,""codeLines"":92,""commentLines"":5,""language"":""PowerShell""},{""blankLines"":22,""codeLines"":108,""commentLines"":4,""language"":""make""},{""blankLines"":6,""codeLines"":8,""commentLines"":3,""language"":""Bourne Again Shell""},{""blankLines"":9615,""codeLines"":35137,""commentLines"":4669,""language"":""C""},{""blankLines"":27,""codeLines"":87,""commentLines"":18,""language"":""YAML""},{""blankLines"":18,""codeLines"":47,""commentLines"":5,""language"":""Bourne Shell""},{""blankLines"":2160,""codeLines"":8828,""commentLines"":1239,""language"":""C/C++ Header""},{""blankLines"":2,""codeLines"":7,""commentLines"":0,""language"":""INI""}]",2020-02-12T10:36:51,39342fc2fd688f2fb2120d3092dd9cf52f537de2,,,"{""C"":357467,""Python"":145024,""PowerShell"":3746,""Batchfile"":3659,""Shell"":2261}","[""python3"",""windows""]",[]
3381514,pwmt/zathura,FALSE,2741,15,develop,0,79,zlib License,20,1272,105,5617,2013-11-03T04:35:51,2022-12-10T09:53:22,2022-12-21T12:44:05,,C,0,0,43,0,,,,[],2022-12-03T07:57:10,1df1581f27688f04f9d998e8a2430f4c270be43d,,,"{""C"":572168,""C++"":8347,""Meson"":7654,""Vim Script"":824}","[""bug"",""dependencies"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]",[]
3383006,antirez/disque,FALSE,602,1,master,1,54,BSD 3-Clause New or Revised License,445,7734,536,2493,2015-04-27T04:06:09,2020-05-13T01:02:14,2020-12-16T11:31:50,,C,106,42,110,18,,,,[],2016-04-29T09:58:01,0192ba7e1cda157024229962b7bee1c6e86d771b,,,{},[],[]
3383007,justinfrankel/licecap,FALSE,3740,1,main,0,5,,109,4424,402,10279,2014-07-21T01:56:39,2022-02-14T02:47:31,2022-02-16T01:37:27,http://www.cockos.com/licecap,C,101,74,8,4,,,,[],2022-02-14T02:47:19,8e1bfdf5af8a0ae3dfd10df3c48f787ffb92772e,,,"{""C"":5646433,""C++"":2852161,""Objective-C++"":488138,""Perl"":51521,""PHP"":38611,""Objective-C"":34386,""Makefile"":9815,""Yacc"":9754,""NSIS"":4439,""Lex"":3181,""Shell"":2830,""HTML"":1329}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3383014,scanlime/fadecandy,FALSE,774,2,master,2,35,MIT License,128,1179,325,10733,2013-07-19T12:59:16,2021-07-18T01:11:19,2021-07-18T08:07:21,,C,89,55,51,5,,,,[],2021-07-18T01:11:17,82ca2b12f177cbbfbd305d349fa9754635b197b7,,,"{""C"":817029,""C++"":301348,""Python"":49665,""JavaScript"":21275,""CMake"":12907,""Makefile"":9343,""HTML"":4605,""CSS"":1480,""Shell"":412}","[""bug"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]",[]
3384403,ckolivas/cgminer,TRUE,8051,27,master,211,,Other,430,2771,1272,21027,2011-06-08T11:57:26,2020-05-27T12:11:33,2020-12-17T11:48:28,http://ck.kolivas.org/apps/cgminer,C,,,716,14,,,,[],2018-12-06T09:13:30,b8491c66e7e22f23a9edf095dd1337ee581e88bd,,,{},[],[]
3384406,linux-noah/noah,FALSE,933,6,master,11,10,Other,44,1832,78,44129,2016-04-07T03:07:50,2020-06-09T10:30:59,2020-12-15T02:44:21,,C,72,43,36,3,,,,[],2020-06-09T10:30:56,cab1ee38fa65640c6f7a0b14a0b5d3535b947389,,,{},[],[]
3384408,xroche/httrack,FALSE,963,4,master,0,13,Other,133,2447,542,24210,2015-03-14T08:20:27,2023-04-25T07:26:51,2023-05-02T06:55:00,http://www.httrack.com/,C,224,150,28,9,,,,[],2023-01-21T01:46:35,9626bcb07a2f447797bb1c682af2baad00bfb476,,,"{""C"":2220259,""HTML"":597577,""Shell"":397614,""Makefile"":280123,""Objective-C"":110386,""M4"":17056,""C++"":10947,""CSS"":3968,""JavaScript"":904}","[""auto-migrated"",""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""priority-high"",""priority-low"",""priority-medium"",""question"",""type-defect"",""type-enhancement"",""type-patch"",""wontfix""]",[]
3385517,matz/streem,FALSE,986,1,master,0,34,MIT License,367,4543,253,841,2014-12-11T08:07:50,2022-01-03T10:45:02,2022-01-03T10:45:06,,C,59,20,124,4,,,,[],2022-01-03T10:45:02,d022e833335e490bd1dccf0e3bfff71eb50a40bd,,,"{""C"":270526,""Yacc"":20533,""Lex"":3920,""Makefile"":1181,""Dockerfile"":546,""Shell"":326}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3385521,minoca/os,FALSE,1598,3,master,0,11,GNU General Public License v3.0,153,2557,214,26406,2016-10-31T12:56:38,2021-12-17T08:35:39,2021-12-17T03:56:15,,C,129,20,39,1,,,,[],2021-09-21T02:08:11,6750d31e02d4f6f745a88caa4dd05f2f672b8832,,,"{""C"":35049574,""ChucK"":1025134,""Assembly"":882297,""Makefile"":400797,""C++"":168395,""ASL"":149067,""Shell"":110520,""Python"":29300,""Yacc"":7616,""Awk"":7324,""Pawn"":6925,""Lex"":4300,""Perl"":1409}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3385525,mopemope/meinheld,FALSE,633,3,master,0,15,Other,41,1343,94,4156,2010-07-30T01:38:27,2021-05-08T08:18:11,2021-05-08T09:33:42,http://meinheld.org,C,75,25,51,2,,,,[],2020-06-23T04:07:11,6ddb22b52783d22ba15c6cdfbcbc9ed05b5c0c46,,,"{""C"":282086,""Python"":106917,""JavaScript"":7769,""C++"":4096,""HTML"":3882,""CSS"":2015}","[""2.0""]",[]
3385530,rdesktop/rdesktop,FALSE,2015,4,master,12,27,GNU General Public License v3.0,81,1152,424,2487,2015-07-06T03:35:15,2023-04-18T08:55:10,2023-04-25T12:12:48,http://www.rdesktop.org,C,272,93,134,19,,,,[],2021-12-30T08:23:18,4716f1e01647ead3093805fd4355faf92c00ed0d,,,"{""C"":1062889,""M4"":24950,""Makefile"":6036,""Shell"":5756,""Python"":2995}","[""awaiting reply"",""bounty"",""bug"",""cleanup"",""discussion"",""documentation"",""duplicate"",""enhancement"",""good first issue"",""help wanted"",""invalid"",""macos"",""question"",""ready"",""regression"",""reviewing"",""tester wanted"",""wontfix""]",[]
3387090,grbl/grbl,FALSE,638,4,master,0,26,Other,628,4288,2594,2285,2009-01-24T11:47:13,2021-08-24T01:35:23,2021-08-25T02:35:04,https://github.com/gnea/grbl/wiki,C,1587,415,141,13,,,,[],2021-01-23T12:15:51,9180094b72821ce68e33fdd779278a533a7bf40c,,,"{""C"":389593,""Makefile"":3496,""C++"":2827}","[""conversation"",""investigating"",""todo""]",[]
3387094,statsite/statsite,FALSE,743,2,master,11,68,BSD 3-Clause New or Revised License,75,1783,249,3323,2012-05-01T09:42:31,2020-07-13T01:41:36,2020-12-03T09:53:55,http://statsite.github.io/statsite/,C,145,22,155,4,,,,[],2019-10-22T03:53:45,bf68fa2d3d107edcface16571e90ce71d3ede0f8,,,{},[],[]
3387097,koush/superuser,FALSE,653,3,master,0,64,Other,206,1384,1014,5576,2013-02-16T11:39:12,2023-02-04T01:11:21,2023-02-13T09:04:23,,C,166,97,141,8,,,,[],2014-11-21T08:40:28,2e5cf1978193997806df583285f6660702a8af79,,,"{""C"":5058406,""C++"":343763,""Java"":132716,""Shell"":2438,""Makefile"":70}","[""bug"",""duplicate"",""enhancement"",""invalid"",""question"",""wontfix""]",[]
3388656,joedog/siege,FALSE,584,2,master,0,16,GNU General Public License v3.0,113,5446,367,1192,2014-09-26T04:33:59,2023-04-10T03:07:00,2023-04-19T08:29:17,,C,148,101,73,34,,,,[],2023-04-10T03:06:44,96141b60ade8735271949e13541cea967a2ca2e0,,,"{""C"":490423,""M4"":292996,""Shell"":244560,""Makefile"":8508,""PHP"":5332,""Perl"":405}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3388658,jp9000/obs,FALSE,2747,12,master,52,44,GNU General Public License v2.0,394,3208,873,50128,2012-09-13T10:22:57,2020-08-01T08:29:44,2020-12-17T05:20:40,,C,,,309,0,,,,[],2016-08-30T02:00:56,88eee7aafcb2d3ff1d401a87953fe7c1131ce41a,,,{},[],[]
3388661,nkolban/esp32-snippets,FALSE,618,4,master,0,49,Apache License 2.0,145,2122,684,3331,2016-11-05T03:26:51,2023-04-20T10:39:51,2023-04-26T03:28:57,https://leanpub.com/kolban-ESP32,C,997,447,165,9,,,,[],2019-08-01T04:36:56,fe3d318acddf87c6918944f24e8b899d63c816dd,,,"{""C"":1726849,""C++"":1434288,""Objective-C"":51154,""JavaScript"":45510,""HTML"":15232,""Makefile"":14239,""Shell"":5173,""CMake"":321}","[""blocked"",""bug"",""duplicate"",""enhancement"",""help wanted"",""question"",""study required"",""waiting"",""wip"",""wontfix""]",[]
3388665,vlfeat/vlfeat,FALSE,2059,2,master,0,18,BSD 2-Clause Simplified License,156,1488,622,10399,2009-05-05T06:14:47,2022-08-25T07:57:03,2022-08-27T05:13:31,http://vlfeat.org/,C,167,114,61,29,,,,[],2018-01-11T10:55:30,1b9075fc42fe54b42f0e937f8b9a230d8e2c7701,,,"{""C"":1530183,""MATLAB"":455727,""HTML"":170569,""Python"":83564,""Makefile"":76417,""CSS"":35606,""Objective-C"":30830,""C++"":17021,""Roff"":12088,""TeX"":7492,""Clean"":7372,""Shell"":2175,""M"":1636}",[],[]
3388667,pangweiwei/slua,FALSE,1675,7,master,33,35,MIT License,178,1305,437,49160,2015-01-13T11:59:00,2022-02-18T04:39:24,2022-02-22T07:57:21,,C,167,17,152,4,,,,[],2020-07-27T08:50:13,445d285c61f3b38d1e40e7a4375553732dc27125,,,"{""C"":613237,""C#"":517690,""HTML"":285074,""CMake"":98326,""Makefile"":12873,""C++"":9771,""Roff"":7236,""Batchfile"":2643,""Lua"":2525,""Shell"":2479,""CSS"":1647}","[""bug"",""duplicate"",""enhancement"",""help wanted"",""invalid"",""question"",""wontfix""]",[]
3390277,mjolnirapp/mjolnir,FALSE,1505,2,master,4,34,,86,5124,136,11475,2014-06-19T12:10:55,2021-03-14T09:17:43,2021-03-14T09:17:47,,C,494,0,84,0,,,,[],2021-03-14T09:17:43,1c862deb31742d4b2dc593b74c29a24b33917254,,,"{""C"":687568,""Objective-C"":98265,""Lua"":28567,""Rich Text Format"":1773,""Makefile"":795,""C++"":191}","[""bug-report"",""duplicate"",""feature-request"",""help-needed"",""improvement"",""no-issue-activity"",""question""]",[]
3390279,session-replay-tools/tcpcopy,FALSE,1244,2,master,3,11,Other,385,4177,1024,7825,2011-10-14T08:15:19,2022-11-26T11:06:51,2022-12-08T08:54:23,,C,341,111,55,0,,,,[],2022-11-26T10:31:59,9a5406a7c553c8cab761293b8a7e346ce60baff9,,,"{""C"":264082,""C++"":1952}",[],[]
3390286,zauonlok/renderer,FALSE,583,1,master,6,2,MIT License,49,1249,126,134661,2017-03-20T01:25:08,2021-01-18T04:00:45,2021-01-18T04:00:52,https://zauonlok.github.io/renderer/,C,3,0,2,0,,,,[],2021-01-18T04:00:44,9ed5082f0eda453f0b2a0d5ec37cf5a60f0207f6,,,{},[],[]
